image_path,mask_path,split,px_class0,px_class1,px_class2,px_class3,px_class4,px_class5,px_class6,px_class7
..\data\leftImg8bit\train\hanover\hanover_000000_032351_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_032351_gtFine_labelIds.png,train,418272,605036,489574,18917,262274,27530,1704,273845
..\data\leftImg8bit\train\hanover\hanover_000000_032559_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_032559_gtFine_labelIds.png,train,454390,646050,387702,8299,223710,41414,0,335587
..\data\leftImg8bit\train\hanover\hanover_000000_032681_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_032681_gtFine_labelIds.png,train,439236,741190,253485,15457,281264,29309,181,337030
..\data\leftImg8bit\train\hanover\hanover_000000_033457_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_033457_gtFine_labelIds.png,train,312919,711150,311278,17862,392913,124085,1854,225091
..\data\leftImg8bit\train\hanover\hanover_000000_034015_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_034015_gtFine_labelIds.png,train,355095,649303,173293,35350,364950,56235,20077,442849
..\data\leftImg8bit\train\hanover\hanover_000000_034141_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_034141_gtFine_labelIds.png,train,279299,911084,46099,45434,513944,40113,354,260825
..\data\leftImg8bit\train\hanover\hanover_000000_034347_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_034347_gtFine_labelIds.png,train,243581,871145,450710,19736,360419,40061,12262,99238
..\data\leftImg8bit\train\hanover\hanover_000000_034560_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_034560_gtFine_labelIds.png,train,245891,939710,775086,16368,6988,80385,5218,27506
..\data\leftImg8bit\train\hanover\hanover_000000_034720_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_034720_gtFine_labelIds.png,train,236355,824802,614613,41591,5716,65327,869,307879
..\data\leftImg8bit\train\hanover\hanover_000000_034935_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_034935_gtFine_labelIds.png,train,278451,732517,551685,63424,1523,35198,19193,415161
..\data\leftImg8bit\train\hanover\hanover_000000_035491_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_035491_gtFine_labelIds.png,train,251262,855826,754069,79201,20034,38550,53984,44226
..\data\leftImg8bit\train\hanover\hanover_000000_035606_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_035606_gtFine_labelIds.png,train,236526,714752,683292,24274,41908,36991,9068,350341
..\data\leftImg8bit\train\hanover\hanover_000000_035768_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_035768_gtFine_labelIds.png,train,365794,794883,425001,36358,342896,15941,43714,72565
..\data\leftImg8bit\train\hanover\hanover_000000_036051_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_036051_gtFine_labelIds.png,train,252766,864566,766146,11980,105051,0,22378,74265
..\data\leftImg8bit\train\hanover\hanover_000000_036562_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_036562_gtFine_labelIds.png,train,296512,707963,652530,38920,130882,0,38892,231453
..\data\leftImg8bit\train\hanover\hanover_000000_037039_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_037039_gtFine_labelIds.png,train,255060,814348,657860,78264,58931,102839,8824,121026
..\data\leftImg8bit\train\hanover\hanover_000000_037298_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_037298_gtFine_labelIds.png,train,283741,853065,698320,59018,64074,18523,15314,105097
..\data\leftImg8bit\train\hanover\hanover_000000_037516_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_037516_gtFine_labelIds.png,train,241461,846987,660049,108488,91023,0,118528,30616
..\data\leftImg8bit\train\hanover\hanover_000000_038773_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_038773_gtFine_labelIds.png,train,232292,924409,872420,16515,2570,0,43096,5850
..\data\leftImg8bit\train\hanover\hanover_000000_038855_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_038855_gtFine_labelIds.png,train,289763,901753,538563,14963,55287,111298,26255,159270
..\data\leftImg8bit\train\hanover\hanover_000000_038927_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_038927_gtFine_labelIds.png,train,518033,586433,209428,72537,245444,227482,35544,202251
..\data\leftImg8bit\train\hanover\hanover_000000_039021_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_039021_gtFine_labelIds.png,train,462816,775861,331584,73929,277168,81700,59670,34424
..\data\leftImg8bit\train\hanover\hanover_000000_039470_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_039470_gtFine_labelIds.png,train,567249,539326,539026,48347,194271,31549,20794,156590
..\data\leftImg8bit\train\hanover\hanover_000000_040051_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_040051_gtFine_labelIds.png,train,534443,794434,540464,21967,33592,59592,20809,91851
..\data\leftImg8bit\train\hanover\hanover_000000_040133_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_040133_gtFine_labelIds.png,train,250672,956506,409008,34413,341301,0,93594,11658
..\data\leftImg8bit\train\hanover\hanover_000000_040221_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_040221_gtFine_labelIds.png,train,298825,916677,359587,61623,352721,39137,66963,1619
..\data\leftImg8bit\train\hanover\hanover_000000_040294_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_040294_gtFine_labelIds.png,train,277343,920809,360090,44977,324072,79274,72801,17786
..\data\leftImg8bit\train\hanover\hanover_000000_040456_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_040456_gtFine_labelIds.png,train,251859,591656,492612,23351,151029,32626,3014,551005
..\data\leftImg8bit\train\hanover\hanover_000000_040793_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_040793_gtFine_labelIds.png,train,321518,737795,419533,25115,290644,70701,7988,223858
..\data\leftImg8bit\train\hanover\hanover_000000_041232_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_041232_gtFine_labelIds.png,train,264898,868558,406911,37816,325949,27504,28014,137502
..\data\leftImg8bit\train\hanover\hanover_000000_041493_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_041493_gtFine_labelIds.png,train,290024,655816,241030,14696,294222,142147,0,459217
..\data\leftImg8bit\train\hanover\hanover_000000_041610_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_041610_gtFine_labelIds.png,train,362242,632776,29908,44743,798283,114974,12865,101361
..\data\leftImg8bit\train\hanover\hanover_000000_042255_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_042255_gtFine_labelIds.png,train,397268,444555,213451,33142,309800,64830,33517,600589
..\data\leftImg8bit\train\hanover\hanover_000000_042382_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_042382_gtFine_labelIds.png,train,295709,924338,208616,52512,539125,0,27908,48944
..\data\leftImg8bit\train\hanover\hanover_000000_042581_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_042581_gtFine_labelIds.png,train,299630,916681,813888,33189,5482,0,27859,423
..\data\leftImg8bit\train\hanover\hanover_000000_042770_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_042770_gtFine_labelIds.png,train,312382,806074,488945,43175,190420,14419,8180,233557
..\data\leftImg8bit\train\hanover\hanover_000000_042992_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_042992_gtFine_labelIds.png,train,354935,768820,470823,45670,367300,43982,6519,39103
..\data\leftImg8bit\train\hanover\hanover_000000_043102_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_043102_gtFine_labelIds.png,train,279961,835899,499679,18968,82722,94476,25981,259466
..\data\leftImg8bit\train\hanover\hanover_000000_043236_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_043236_gtFine_labelIds.png,train,357564,835641,412083,70700,155422,102959,99717,63066
..\data\leftImg8bit\train\hanover\hanover_000000_043550_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_043550_gtFine_labelIds.png,train,296188,956853,615110,28862,81499,86031,23350,9259
..\data\leftImg8bit\train\hanover\hanover_000000_043653_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_043653_gtFine_labelIds.png,train,250071,858455,454095,27415,226765,105027,34541,140783
..\data\leftImg8bit\train\hanover\hanover_000000_043822_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_043822_gtFine_labelIds.png,train,254270,896415,486855,43021,213003,33718,107046,62824
..\data\leftImg8bit\train\hanover\hanover_000000_044085_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_044085_gtFine_labelIds.png,train,276382,832165,545610,26678,313112,42569,46407,14229
..\data\leftImg8bit\train\hanover\hanover_000000_044195_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_044195_gtFine_labelIds.png,train,335978,873609,453614,25015,220462,9813,20286,158375
..\data\leftImg8bit\train\hanover\hanover_000000_044344_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_044344_gtFine_labelIds.png,train,402597,715262,382567,70248,281414,36067,13565,195432
..\data\leftImg8bit\train\hanover\hanover_000000_044622_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_044622_gtFine_labelIds.png,train,253341,884662,327736,23578,426142,28458,18704,134531
..\data\leftImg8bit\train\hanover\hanover_000000_045004_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_045004_gtFine_labelIds.png,train,234312,971751,602408,56297,80435,47678,8706,95565
..\data\leftImg8bit\train\hanover\hanover_000000_045188_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_045188_gtFine_labelIds.png,train,249484,835751,389636,21261,394220,39124,11098,156578
..\data\leftImg8bit\train\hanover\hanover_000000_045446_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_045446_gtFine_labelIds.png,train,474910,692283,364700,8276,264364,10949,2450,279220
..\data\leftImg8bit\train\hanover\hanover_000000_045657_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_045657_gtFine_labelIds.png,train,271349,852466,364793,28631,409983,5821,19827,144282
..\data\leftImg8bit\train\hanover\hanover_000000_045841_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_045841_gtFine_labelIds.png,train,280562,780972,479461,57431,365438,5559,79134,48595
..\data\leftImg8bit\train\hanover\hanover_000000_046200_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_046200_gtFine_labelIds.png,train,427517,608090,693355,14172,104955,0,32803,216260
..\data\leftImg8bit\train\hanover\hanover_000000_046398_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_046398_gtFine_labelIds.png,train,334046,859887,408515,28086,302943,70340,24666,68669
..\data\leftImg8bit\train\hanover\hanover_000000_046572_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_046572_gtFine_labelIds.png,train,265093,884609,697480,51395,52650,103664,26142,16119
..\data\leftImg8bit\train\hanover\hanover_000000_046646_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_046646_gtFine_labelIds.png,train,237463,922992,623147,34649,135653,106906,2721,33621
..\data\leftImg8bit\train\hanover\hanover_000000_046732_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_046732_gtFine_labelIds.png,train,235812,860324,754890,19059,32270,64805,9569,120423
..\data\leftImg8bit\train\hanover\hanover_000000_046954_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_046954_gtFine_labelIds.png,train,248176,780936,429010,48585,246062,65320,4291,274772
..\data\leftImg8bit\train\hanover\hanover_000000_047499_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_047499_gtFine_labelIds.png,train,230780,781421,347922,21133,347973,63592,5885,298446
..\data\leftImg8bit\train\hanover\hanover_000000_047629_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_047629_gtFine_labelIds.png,train,263008,928942,588955,8851,68400,120869,36813,81314
..\data\leftImg8bit\train\hanover\hanover_000000_047870_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_047870_gtFine_labelIds.png,train,250545,772332,188163,25916,335750,122422,2623,399401
..\data\leftImg8bit\train\hanover\hanover_000000_048274_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_048274_gtFine_labelIds.png,train,265586,757317,248676,65093,232459,145784,2122,380115
..\data\leftImg8bit\train\hanover\hanover_000000_048379_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_048379_gtFine_labelIds.png,train,239937,918803,495209,49276,244337,84586,28262,36742
..\data\leftImg8bit\train\hanover\hanover_000000_048508_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_048508_gtFine_labelIds.png,train,342088,828160,351563,62482,436360,65926,4324,6249
..\data\leftImg8bit\train\hanover\hanover_000000_048765_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_048765_gtFine_labelIds.png,train,228723,885605,368947,96623,486971,7275,10775,12233
..\data\leftImg8bit\train\hanover\hanover_000000_049005_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_049005_gtFine_labelIds.png,train,294013,961365,469692,22589,168808,99764,12069,68852
..\data\leftImg8bit\train\hanover\hanover_000000_049269_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_049269_gtFine_labelIds.png,train,360625,951017,232802,28121,114946,151578,19082,238981
..\data\leftImg8bit\train\hanover\hanover_000000_049465_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_049465_gtFine_labelIds.png,train,469915,895124,269892,37915,42886,204190,39144,138086
..\data\leftImg8bit\train\hanover\hanover_000000_050228_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_050228_gtFine_labelIds.png,train,229766,842304,153647,11833,620431,65574,477,173120
..\data\leftImg8bit\train\hanover\hanover_000000_050398_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_050398_gtFine_labelIds.png,train,239725,746112,179479,115237,553120,111757,1046,150676
..\data\leftImg8bit\train\hanover\hanover_000000_051059_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_051059_gtFine_labelIds.png,train,239308,650197,270700,60267,524280,131150,2421,218829
..\data\leftImg8bit\train\hanover\hanover_000000_051152_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_051152_gtFine_labelIds.png,train,237057,715322,156674,47671,440258,148192,3057,348921
..\data\leftImg8bit\train\hanover\hanover_000000_051271_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_051271_gtFine_labelIds.png,train,299384,877899,307836,29660,346887,123019,3504,108963
..\data\leftImg8bit\train\hanover\hanover_000000_051536_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_051536_gtFine_labelIds.png,train,253170,912507,546978,45943,199958,42230,802,95564
..\data\leftImg8bit\train\hanover\hanover_000000_051842_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_051842_gtFine_labelIds.png,train,435102,685881,348817,9261,363932,31522,5871,216766
..\data\leftImg8bit\train\hanover\hanover_000000_052013_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_052013_gtFine_labelIds.png,train,412839,677927,294300,23328,403572,48435,8526,228225
..\data\leftImg8bit\train\hanover\hanover_000000_052512_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_052512_gtFine_labelIds.png,train,267874,836784,443315,46031,248234,22502,13395,219017
..\data\leftImg8bit\train\hanover\hanover_000000_052649_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_052649_gtFine_labelIds.png,train,257533,897026,348297,37216,442673,0,12236,102171
..\data\leftImg8bit\train\hanover\hanover_000000_052729_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_052729_gtFine_labelIds.png,train,614906,582767,598047,86724,41367,59326,13286,100729
..\data\leftImg8bit\train\hanover\hanover_000000_052887_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_052887_gtFine_labelIds.png,train,625540,566542,527624,52302,37473,91450,83561,112660
..\data\leftImg8bit\train\hanover\hanover_000000_053027_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_053027_gtFine_labelIds.png,train,588050,589394,557174,13775,96984,116944,97991,36840
..\data\leftImg8bit\train\hanover\hanover_000000_053437_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_053437_gtFine_labelIds.png,train,330693,802871,283157,30081,258585,160624,60004,171137
..\data\leftImg8bit\train\hanover\hanover_000000_053604_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_053604_gtFine_labelIds.png,train,888357,869791,34781,31233,117037,23893,8005,124055
..\data\leftImg8bit\train\hanover\hanover_000000_054276_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_054276_gtFine_labelIds.png,train,284347,825888,558684,48698,176935,47581,75862,79157
..\data\leftImg8bit\train\hanover\hanover_000000_054965_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_054965_gtFine_labelIds.png,train,261669,713035,496190,51184,351453,33952,1252,188417
..\data\leftImg8bit\train\hanover\hanover_000000_055124_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_055124_gtFine_labelIds.png,train,593273,958750,186598,47602,235584,32368,12703,30274
..\data\leftImg8bit\train\hanover\hanover_000000_055592_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_055592_gtFine_labelIds.png,train,572483,858530,162553,35978,346322,47037,16377,57872
..\data\leftImg8bit\train\hanover\hanover_000000_055800_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_055800_gtFine_labelIds.png,train,506520,789879,372286,70200,6275,77299,4734,269959
..\data\leftImg8bit\train\hanover\hanover_000000_055937_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_055937_gtFine_labelIds.png,train,488836,841732,536418,23300,23131,83543,10994,89198
..\data\leftImg8bit\train\hanover\hanover_000000_056142_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_056142_gtFine_labelIds.png,train,378346,877570,583549,69710,29025,117130,22274,19548
..\data\leftImg8bit\train\hanover\hanover_000000_056361_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_056361_gtFine_labelIds.png,train,290919,945724,352545,64079,99190,210138,7730,126827
..\data\leftImg8bit\train\hanover\hanover_000000_056457_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_056457_gtFine_labelIds.png,train,431580,792015,347632,27174,278378,94013,7205,119155
..\data\leftImg8bit\train\hanover\hanover_000000_056601_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_056601_gtFine_labelIds.png,train,254705,894083,247772,67038,341814,88053,7539,196148
..\data\leftImg8bit\train\hanover\hanover_000000_056800_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_056800_gtFine_labelIds.png,train,270212,736784,253899,22585,706851,3839,787,102195
..\data\leftImg8bit\train\hanover\hanover_000000_057532_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_057532_gtFine_labelIds.png,train,242018,685267,34811,130161,863161,30299,80,111355
..\data\leftImg8bit\train\hanover\hanover_000000_057710_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_057710_gtFine_labelIds.png,train,233007,881688,57173,51719,678974,56954,5629,132008
..\data\leftImg8bit\train\hanover\hanover_000000_058189_leftImg8bit.png,..\data\gtFine\train\hanover\hanover_000000_058189_gtFine_labelIds.png,train,233537,747011,335025,41430,623114,4442,33435,79158
..\data\leftImg8bit\train\jena\jena_000000_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000000_000019_gtFine_labelIds.png,train,121470,916415,443663,32074,410001,84987,15544,72998
..\data\leftImg8bit\train\jena\jena_000001_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000001_000019_gtFine_labelIds.png,train,156261,858327,135170,21705,784712,65784,0,75193
..\data\leftImg8bit\train\jena\jena_000002_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000002_000019_gtFine_labelIds.png,train,202797,665842,437767,23680,748513,12645,0,5908
..\data\leftImg8bit\train\jena\jena_000003_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000003_000019_gtFine_labelIds.png,train,142346,981109,543719,43981,232340,3765,0,149892
..\data\leftImg8bit\train\jena\jena_000004_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000004_000019_gtFine_labelIds.png,train,126348,994522,293850,77979,548433,31546,1383,23091
..\data\leftImg8bit\train\jena\jena_000005_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000005_000019_gtFine_labelIds.png,train,134510,898816,615090,64316,257293,34454,0,92673
..\data\leftImg8bit\train\jena\jena_000006_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000006_000019_gtFine_labelIds.png,train,116763,801708,775334,12764,67454,55715,0,267414
..\data\leftImg8bit\train\jena\jena_000007_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000007_000019_gtFine_labelIds.png,train,125402,650025,545248,32572,88326,20520,30581,604478
..\data\leftImg8bit\train\jena\jena_000008_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000008_000019_gtFine_labelIds.png,train,215990,776133,485607,41008,280768,7736,18472,271438
..\data\leftImg8bit\train\jena\jena_000009_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000009_000019_gtFine_labelIds.png,train,153788,758681,636286,70708,74859,48532,57271,297027
..\data\leftImg8bit\train\jena\jena_000010_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000010_000019_gtFine_labelIds.png,train,319399,585684,458505,62207,292793,73982,12299,292283
..\data\leftImg8bit\train\jena\jena_000011_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000011_000019_gtFine_labelIds.png,train,119293,758432,447055,38946,240746,4387,0,488293
..\data\leftImg8bit\train\jena\jena_000012_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000012_000019_gtFine_labelIds.png,train,120331,788510,669181,49765,120364,0,0,349001
..\data\leftImg8bit\train\jena\jena_000013_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000013_000019_gtFine_labelIds.png,train,115312,632303,365244,30642,293537,46631,666,612817
..\data\leftImg8bit\train\jena\jena_000014_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000014_000019_gtFine_labelIds.png,train,125657,705048,469065,1730,538296,107684,0,149672
..\data\leftImg8bit\train\jena\jena_000015_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000015_000019_gtFine_labelIds.png,train,115811,709296,590381,56776,327990,177834,0,119064
..\data\leftImg8bit\train\jena\jena_000016_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000016_000019_gtFine_labelIds.png,train,115165,717121,635818,37878,231768,41234,0,318168
..\data\leftImg8bit\train\jena\jena_000017_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000017_000019_gtFine_labelIds.png,train,123809,891534,211297,1502,782845,32989,0,53176
..\data\leftImg8bit\train\jena\jena_000018_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000018_000019_gtFine_labelIds.png,train,113172,877080,607246,4363,404437,0,76667,14187
..\data\leftImg8bit\train\jena\jena_000019_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000019_000019_gtFine_labelIds.png,train,121052,824606,257247,21633,851684,6401,6432,8097
..\data\leftImg8bit\train\jena\jena_000020_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000020_000019_gtFine_labelIds.png,train,124833,781765,504042,22342,502932,76654,0,84584
..\data\leftImg8bit\train\jena\jena_000021_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000021_000019_gtFine_labelIds.png,train,296408,703035,403775,51178,561060,0,75331,6365
..\data\leftImg8bit\train\jena\jena_000022_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000022_000019_gtFine_labelIds.png,train,138059,970970,515664,16710,247833,67152,9385,131379
..\data\leftImg8bit\train\jena\jena_000023_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000023_000019_gtFine_labelIds.png,train,155793,934576,643191,45333,161756,51356,18193,86954
..\data\leftImg8bit\train\jena\jena_000024_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000024_000019_gtFine_labelIds.png,train,131563,850511,871919,15534,89111,99999,17895,20620
..\data\leftImg8bit\train\jena\jena_000025_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000025_000019_gtFine_labelIds.png,train,126437,981516,493589,80793,230628,74838,10337,99014
..\data\leftImg8bit\train\jena\jena_000026_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000026_000019_gtFine_labelIds.png,train,172949,927714,544799,55284,135156,73074,84685,103491
..\data\leftImg8bit\train\jena\jena_000027_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000027_000019_gtFine_labelIds.png,train,187562,980362,637224,17075,236528,0,36053,2348
..\data\leftImg8bit\train\jena\jena_000028_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000028_000019_gtFine_labelIds.png,train,154171,945027,489814,94205,263419,68811,69517,12188
..\data\leftImg8bit\train\jena\jena_000029_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000029_000019_gtFine_labelIds.png,train,207976,927659,234130,28028,376479,100389,16899,205592
..\data\leftImg8bit\train\jena\jena_000030_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000030_000019_gtFine_labelIds.png,train,116669,616186,1018894,84129,46207,84217,14484,116366
..\data\leftImg8bit\train\jena\jena_000031_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000031_000019_gtFine_labelIds.png,train,135555,873230,307499,18817,648041,4151,8001,101858
..\data\leftImg8bit\train\jena\jena_000032_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000032_000019_gtFine_labelIds.png,train,149589,922969,120951,26949,773511,56502,3087,43594
..\data\leftImg8bit\train\jena\jena_000033_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000033_000019_gtFine_labelIds.png,train,148285,738079,161241,15411,872809,40159,7138,114030
..\data\leftImg8bit\train\jena\jena_000034_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000034_000019_gtFine_labelIds.png,train,114713,697404,1279494,4112,0,0,1429,0
..\data\leftImg8bit\train\jena\jena_000035_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000035_000019_gtFine_labelIds.png,train,123326,1058892,682607,13380,107840,363,42809,67935
..\data\leftImg8bit\train\jena\jena_000036_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000036_000019_gtFine_labelIds.png,train,132254,944115,143290,90121,443563,202413,9786,131610
..\data\leftImg8bit\train\jena\jena_000037_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000037_000019_gtFine_labelIds.png,train,216495,892047,258586,70240,220069,234305,76902,128508
..\data\leftImg8bit\train\jena\jena_000038_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000038_000019_gtFine_labelIds.png,train,189291,970462,470812,53932,239504,107916,5410,59825
..\data\leftImg8bit\train\jena\jena_000039_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000039_000019_gtFine_labelIds.png,train,165024,949952,813212,25806,84625,22600,20708,15225
..\data\leftImg8bit\train\jena\jena_000040_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000040_000019_gtFine_labelIds.png,train,202217,1036547,708487,28605,23639,39179,18845,39633
..\data\leftImg8bit\train\jena\jena_000041_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000041_000019_gtFine_labelIds.png,train,159651,957667,565768,24452,222187,102191,18557,46679
..\data\leftImg8bit\train\jena\jena_000042_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000042_000019_gtFine_labelIds.png,train,212915,853899,547760,49405,326967,4448,15292,86466
..\data\leftImg8bit\train\jena\jena_000043_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000043_000019_gtFine_labelIds.png,train,150746,974997,837172,48068,49905,15268,19157,1839
